,AAL,ABBV,ADM,AIG,ALB,AOS,BA,BSX,CAT,CF,COTY,CVX,CXO,D,DHR,DUK,DVN,EOG,FB,FCX,GD,GE,GS,JNJ,LLY,LUV,MCHP,MNST,MOS,MRO,MU,NOV,NRG,PRGO,PXD,QRVO,SWKS,TDG,TSN,UAL,VLO,WFC,XOM
2019-10-01 00:00:00-04:00,26.81,73.23,40.33,54.37,68.31,46.79,374.86,40.23,122.37,49.12,10.56,116.01,64.53,81.21,141.82,96.18,23.14,71.55,175.79,9.165,178.7,8.61,202.69,129.96,110.94,53.37,92.93,56.42,20.21,11.8,42.31,20.86,39.14,55.21,121.67,73.2,77.36,506.55,83.3,87.82,85.23,49.06,68.95
2019-10-02 00:00:00-04:00,25.38,72.18,39.75,53.48,66.5847,45.19,367.56,39.16,119.98,48.29,10.05,112.31,63.11,79.98,137.16,94.74,22.045,69.8,174.6,8.88,174.46,8.51,198.22,132.01,106.99,52.04,90.54,55.09,20.08,11.3,41.98,20.47,38.22,54.16,120.98,71.34,75.43,500.09,82.39,83.65,82.81,48.48,67.19
2019-10-03 00:00:00-04:00,25.26,73.91,39.5356,53.2,67.23,44.985,372.225,39.76,120.03,48.76,10.24,113.16,64.96,79.62,138.84,95.12,22.68,70.85,179.42,8.86,174.91,8.71,197.29,131.22,107.32,52.27,91.71,55.62,19.74,11.66,43.48,20.92,38.66,53.21,124.7,72.84,77.3,507.13,82.12,83.24,83.57,48.49,68.0
2019-10-04 00:00:00-04:00,25.83,74.66,40.35,54.42,66.32,45.51,375.63,40.52,121.01,48.78,10.33,113.82,64.65,81.69,141.59,97.16,22.59,70.91,180.4,8.82,176.62,8.57,200.77,133.61,108.19,52.78,93.74,56.56,19.39,11.56,44.54,21.03,39.16,53.58,125.48,74.89,80.64,513.34,82.26,84.3,84.48,49.2,68.95
2019-10-07 00:00:00-04:00,25.815,74.3,39.79,53.61,65.67,45.14,376.41,40.34,120.22,48.91,10.34,113.25,63.26,81.16,139.67,96.91,21.88,69.75,179.68,8.76,176.68,8.55,200.38,133.18,107.81,53.03,92.32,55.729,19.22,11.42,44.16,20.67,38.93,53.49,124.53,73.97,80.88,514.61,81.17,84.9,83.43,48.8,68.05
2019-10-08 00:00:00-04:00,26.26,73.52,38.4,52.41,63.67,45.23,374.0421,37.87,117.95,48.87,10.18,111.72,61.95,80.72,135.63,96.09,20.92,68.72,177.73,8.5,176.53,8.27,197.25,131.86,107.18,53.02,89.22,55.88,18.55,11.09,42.64,20.29,39.02,51.92,123.47,72.47,79.01,508.67,80.43,84.68,83.32,47.81,66.69
2019-10-09 00:00:00-04:00,27.065,73.33,38.93,53.04,63.61,45.47,374.93,38.61,119.45,48.85,10.08,113.14,63.15,81.34,137.2,96.04,21.07,68.61,179.83,8.55,177.05,8.34,196.84,129.23,107.32,53.47,91.16,56.27,18.82,11.19,42.88,20.19,38.76,51.91,126.56,73.29,80.7,509.15,81.74,86.43,85.07,48.14,67.44
2019-10-10 00:00:00-04:00,27.18,74.44,39.77,54.07,65.46,46.35,371.04,38.0,122.73,49.16,10.08,114.62,64.18,81.8,138.78,96.28,20.84,68.95,180.19,8.96,176.7,8.45,199.92,129.02,106.95,53.67,92.4,56.12,19.35,11.39,43.3,20.68,38.8,52.0,129.36,76.79,84.88,511.33,82.13,87.35,85.86,48.65,68.27
2019-10-11 00:00:00-04:00,27.355,73.62,40.46,54.41,68.91,47.99,374.85,38.23,128.4,50.63,10.58,116.18,65.78,81.9,138.72,95.95,21.24,69.2,184.11,9.545,179.68,8.79,204.7,131.31,108.33,53.91,95.51,56.25,20.72,11.74,45.1,21.17,39.16,53.42,132.47,77.35,85.41,524.64,83.59,87.19,87.98,49.19,68.96
2019-10-14 00:00:00-04:00,27.61,73.76,40.21,54.21,67.58,47.7,373.14,37.97,128.38,48.98,10.65,116.18,65.8,81.23,138.78,95.12,20.95,68.17,183.29,9.51,179.18,8.71,205.88,130.66,107.9,54.02,95.68,56.54,20.06,11.78,44.86,21.09,39.11,53.05,129.91,77.31,84.97,518.71,84.06,86.96,88.5301,49.3,69.19
2019-10-15 00:00:00-04:00,28.26,74.5,40.33,54.68,67.85,48.45,370.88,38.46,131.03,48.57,10.38,116.31,66.31,81.36,137.61,94.99,20.97,69.25,188.83,9.525,178.4,8.88,206.41,132.79,109.71,54.15,96.8,56.28,20.18,11.84,46.45,21.2,39.38,53.82,130.38,79.85,86.64,522.87,83.74,87.92,89.45,50.07,69.4
2019-10-16 00:00:00-04:00,28.05,74.77,39.7,54.33,67.59,48.82,372.34,38.19,130.19,48.91,10.295,115.14,64.78,81.81,137.48,95.1201,20.66,68.2,189.61,9.51,178.32,8.91,207.42,135.26,108.0,53.67,96.08,56.52,20.06,11.625,45.16,21.0,39.52,53.92,128.44,79.07,85.66,518.76,81.83,89.7,89.1,49.59,68.235
2019-10-17 00:00:00-04:00,27.93,75.1456,39.845,54.06,68.23,50.02,369.12,38.16,132.09,48.44,10.195,115.36,63.14,82.38,137.77,95.18,20.37,66.77,190.4,9.44,176.82,9.04,206.52,136.21,108.47,53.84,95.71,56.55,19.63,11.55,45.51,20.54,39.74,54.38,127.72,78.97,87.56,526.53,81.38,89.46,90.09,49.61,68.14
2019-10-18 00:00:00-04:00,28.24,76.46,39.64,53.97,67.14,51.0,344.06,38.49,130.67,47.77,10.11,114.78,62.43,82.14,137.98,95.32,19.8,64.49,185.86,9.57,174.42,8.96,206.49,127.74,108.63,53.46,95.0,56.05,19.55,11.29,43.47,20.11,40.14,53.88,123.38,77.6,87.8,526.34,82.4,90.09,91.06,49.98,67.62
2019-10-21 00:00:00-04:00,28.63,77.31,40.38,54.57,67.23,51.1,331.05,38.655,132.25,46.455,11.46,116.65,63.4,82.42,138.21,95.32,20.24,67.67,189.75,9.825,175.45,8.78,209.24,128.0,107.94,53.22,97.77,56.27,19.465,11.53,45.2457,20.75,40.35,53.92,125.41,78.71,89.9,522.21,80.97,90.78,93.2,50.45,68.74
2019-10-22 00:00:00-04:00,28.26,77.9,40.56,53.24,66.8,51.72,337.1,38.2,133.69,46.41,11.92,117.81,65.05,82.82,137.12,95.32,20.68,69.57,182.31,9.92,179.95,9.0574,209.6,129.2,109.98,52.91,96.38,55.95,19.67,11.725,44.66,21.54,40.75,54.15,130.43,78.33,88.95,510.8,79.18,89.67,94.2,50.63,69.11
2019-10-23 00:00:00-04:00,28.29,77.73,40.72,53.15,67.46,50.86,340.6,40.14,135.35,45.82,11.9,118.0,65.42,82.71,138.44,96.14,21.28,71.93,186.17,10.13,173.6,9.14,211.35,129.82,107.44,53.2,92.97,56.21,20.17,12.015,44.67,21.645,40.61,54.35,130.56,78.69,89.29,514.72,77.5,89.89,93.82,50.95,69.75
2019-10-24 00:00:00-04:00,29.41,76.8,40.54,52.89,69.43,50.92,344.55,40.545,133.83,45.47,11.78,117.58,65.82,82.73,136.44,96.07,21.45,71.95,186.38,9.59,174.68,8.95,211.03,127.47,107.85,56.28,94.17,56.62,19.91,11.93,47.12,20.72,40.84,53.99,129.2,79.42,89.68,527.78,77.81,89.8,96.93,51.11,69.07
2019-10-25 00:00:00-04:00,30.87,76.53,41.01,52.8,63.59,51.06,339.91,40.85,139.7,46.14,11.75,118.66,65.81,81.88,135.85,95.41,21.475,72.47,187.87,10.14,173.53,9.0,214.23,128.35,110.2,56.73,93.89,56.36,20.55,11.98,48.03,20.85,40.81,54.06,129.82,79.02,90.05,523.24,78.48,91.64,99.24,51.545,69.2
2019-10-28 00:00:00-04:00,31.36,78.33,41.3,52.55,63.74,51.33,340.88,41.58,140.0702,45.83,11.78,118.48,65.0,81.33,136.1975,94.09,21.06,71.05,189.46,10.24,174.94,9.07,217.68,129.16,113.0,57.63,95.59,55.98,20.57,11.94,48.7,20.98,40.38,53.99,125.56,80.32,91.65,527.64,82.06,92.18,100.08,51.67,68.62
2019-10-29 00:00:00-04:00,30.93,78.47,41.51,52.08,63.02,49.22,348.85,41.74,141.33,46.88,11.67,118.12,66.39,81.72,137.28,93.51,21.41,71.81,189.32,10.24,176.05,9.04,217.62,129.1244,111.65,57.21,94.8,56.15,20.6,12.01,48.12,23.83,40.51,54.1,127.14,79.85,91.22,525.95,82.27,91.0599,100.82,52.165,68.45
2019-10-30 00:00:00-04:00,30.3,79.71,40.53,52.62,62.69,50.37,346.07,42.01,140.35,47.07,11.63,116.34,66.83,81.81,138.26,94.01,20.25,69.645,188.18,10.13,178.24,10.1148,215.81,132.825,112.73,57.04,95.36,56.15,20.18,11.56,47.885,22.67,40.75,53.72,122.55,79.85,90.96,532.12,81.8,91.68,98.8,52.05,67.74
2019-10-31 00:00:00-04:00,30.07,79.57,42.04,53.0,60.74,49.69,339.94,41.7,137.81,45.36,11.7,116.12,67.5,82.59,137.88,94.24,20.285,69.31,191.68,9.82,176.87,9.99,213.39,132.08,113.97,56.13,94.29,56.15,19.88,11.53,47.56,22.62,40.13,53.02,123.02,80.85,91.06,526.28,82.79,90.85,96.99,51.65,67.57
2019-11-01 00:00:00-04:00,30.55,81.75,42.43,53.73,64.48,50.26,345.09,41.5,144.47,46.28,11.67,116.19,69.33,83.29,136.59,94.38,21.17,71.14,193.69,10.51,179.7,10.37,217.45,131.22,112.52,56.27,96.99,56.25,20.65,12.05,48.39,23.15,40.68,54.62,127.58,97.22,98.31,538.21,83.7,91.59,99.86,52.15,69.595
2019-11-04 00:00:00-05:00,30.95,82.99,43.06,54.93,67.7,50.86,351.07,40.98,146.92,47.62,11.45,121.59,71.49,83.05,135.25,93.64,22.58,73.7,194.72,10.81,178.06,10.93,219.9,130.25,113.18,56.98,99.77,56.09,21.35,12.53,49.6,24.03,40.81,53.83,136.01,101.49,98.45,533.01,82.04,92.37,101.25,52.72,71.67
2019-11-05 00:00:00-05:00,31.18,81.86,42.97,54.82,67.38,51.89,358.27,40.59,146.37,47.73,11.45,121.95,72.71,81.34,133.63,93.16,23.05,74.01,194.33,10.91,179.35,10.97,218.61,130.42,111.26,57.89,99.98,56.46,21.65,12.65,48.68,24.15,39.63,54.18,135.9,101.26,98.74,535.4,81.93,93.13,101.08,53.33,73.09
2019-11-06 00:00:00-05:00,30.96,82.07,42.89,55.52,66.83,52.025,354.05,40.72,145.45,46.4,13.02,119.92,71.68,80.94,134.88,93.38,22.09,71.42,191.54,10.64,181.56,11.03,218.54,130.96,113.83,57.86,95.63,55.98,20.68,12.19,47.68,23.62,39.63,50.49,133.6,101.39,98.16,536.52,83.47,93.34,100.33,53.81,71.49
2019-11-07 00:00:00-05:00,30.89,82.01,43.54,55.6,71.4,51.87,357.54,40.72,147.06,46.61,12.99,121.94,72.74,80.31,134.51,92.6,22.68,74.76,190.42,11.28,182.93,11.28,223.28,131.56,112.82,58.26,95.36,56.68,20.76,12.56,48.43,23.35,40.01,49.77,136.6,101.3,98.63,538.3,83.25,93.805,101.45,54.01,73.0
2019-11-08 00:00:00-05:00,30.77,85.22,43.3,55.91,68.01,52.08,350.69,40.505,148.18,46.63,12.84,120.9,72.75,80.25,135.24,89.93,22.93,74.68,190.88,11.52,185.08,11.52,222.97,132.97,113.53,58.17,96.2,58.18,20.81,12.53,47.18,23.39,38.46,50.04,135.0,103.9846,100.43,541.22,82.62,93.45,100.865,54.09,70.77
2019-11-11 00:00:00-05:00,30.59,85.67,43.525,55.39,67.72,51.74,366.96,40.17,147.98,46.45,12.41,120.77,72.17,79.63,134.5,87.6,22.53,73.8,189.6,11.08,184.35,11.33,218.99,131.97,112.78,58.26,94.56,58.02,20.92,12.15,46.25,23.08,38.51,49.1,133.65,102.35,100.37,543.11,82.74,93.54,100.68,54.06,70.31
2019-11-12 00:00:00-05:00,29.52,86.44,43.25,55.4,65.35,52.05,362.88,41.21,146.41,47.92,12.4,120.97,72.27,79.72,135.59,87.57,22.37,73.29,194.54,11.05,185.28,11.42,220.41,131.39,113.15,57.87,93.67,58.4,20.93,12.01,46.89,22.68,38.74,48.3,136.14,102.54,101.5972,544.515,88.89,92.71,100.48,54.23,69.38
2019-11-13 00:00:00-05:00,28.66,86.66,42.81,54.71,65.16,51.79,362.49,41.41,144.46,46.84,12.24,122.28,71.84,80.85,137.04,88.54,21.62,72.6,193.21,10.83,184.75,11.3,219.31,131.26,112.79,57.59,94.1,58.95,19.68,11.88,46.29,22.34,38.79,48.39,133.47,103.9,101.14,549.25,88.83,92.41,100.29,53.27,68.76
2019-11-14 00:00:00-05:00,28.78,87.64,42.77,54.19,65.54,51.53,367.46,41.57,143.46,46.36,12.21,121.97,71.62,81.58,136.19,88.27,21.85,72.36,193.12,10.81,185.18,11.29,219.51,131.0,111.4,57.63,93.66,58.94,20.3,11.885,46.81,22.09,39.41,48.04,132.4,103.71,98.69,559.65,90.315,92.49,100.83,53.5,68.53
2019-11-15 00:00:00-05:00,28.87,88.64,42.87,53.92,66.15,50.78,371.5,42.3,145.33,45.94,11.91,120.61,73.15,82.1,142.98,88.58,22.57,73.48,195.0895,11.16,187.08,11.51,220.3,134.9,113.18,57.81,94.59,58.64,19.74,12.1,47.7,22.28,39.8,49.39,134.28,103.74,99.41,559.72,90.33,92.53,100.6,53.79,69.17
2019-11-18 00:00:00-05:00,28.6,88.7,42.84,54.15,67.1,49.24,369.37,42.28,143.6,45.12,12.22,118.53,71.96,82.57,140.31,88.62,21.96,71.27,197.46,11.01,186.61,11.43,219.72,134.86,114.08,57.76,92.44,59.03,18.94,11.77,47.82,21.615,39.8,48.98,133.18,103.28,97.39,567.68,89.97,92.77,101.04,53.99,68.51
2019-11-19 00:00:00-05:00,29.3,89.04,43.09,53.41,66.43,48.28,366.89,42.63,143.17,45.75,11.96,116.45,70.89,82.41,143.59,87.01,21.4808,70.4,199.33,11.28,184.93,11.5,220.02,134.8,115.11,57.54,92.65,58.57,18.8,11.46,46.57,21.12,39.39,48.74,129.61,102.84,96.56,568.25,90.54,93.32,97.6,54.03,67.83
2019-11-20 00:00:00-05:00,28.24,87.2,42.49,52.92,65.08,48.08,370.8,42.62,141.52,45.11,11.95,117.33,72.04,82.9,142.96,87.13,21.95,72.03,197.5,11.05,184.32,11.39,217.89,135.95,114.58,56.83,91.16,58.0,18.13,11.69,45.55,21.35,39.65,48.69,130.49,101.83,96.01,574.99,90.59,91.7,97.18,53.55,68.01
2019-11-21 00:00:00-05:00,27.94,86.5,42.82,52.21,65.13,48.46,366.44,42.35,143.34,45.4,11.84,118.79,72.76,83.01,143.18,86.66,22.77,73.3,197.93,11.01,182.91,11.53,218.23,136.46,114.74,56.59,91.0,58.405,18.02,11.88,45.54,21.79,39.2,48.62,130.69,100.95,96.47,573.24,88.51,90.97,98.41,53.56,69.66
2019-11-22 00:00:00-05:00,28.68,86.06,42.71,53.3,64.9,48.2,371.16,41.85,143.88,44.95,11.54,118.61,73.35,83.24,143.33,87.15,22.76,73.0,198.88,11.35,182.78,11.53,220.26,138.035,116.2,57.0,91.66,58.62,18.16,12.21,45.87,21.79,39.34,49.02,129.53,101.76,97.85,562.52,86.355,91.81,97.48,54.29,69.35
2019-11-25 00:00:00-05:00,28.99,87.74,43.08,53.29,65.13,48.75,373.13,42.84,146.42,46.28,11.47,118.4,74.87,83.23,144.92,87.62,22.74,73.5,199.75,11.66,182.66,11.6,222.8,137.2,117.44,57.56,93.63,58.67,18.63,12.11,47.54,22.62,39.19,50.05,131.05,104.34,100.85,571.01,88.63,92.48,97.34,54.21,68.9
2019-11-26 00:00:00-05:00,29.06,87.69,42.74,53.17,65.59,48.67,373.51,42.83,146.035,45.68,11.54,117.78,72.8,83.41,145.91,88.21,22.26,71.91,198.8,11.7,182.04,11.35,222.45,137.12,117.09,57.61,95.36,59.68,18.75,11.83,46.72,22.38,38.92,50.36,127.69,104.12,99.15,573.44,89.69,92.77,97.51,53.82,68.74
2019-11-27 00:00:00-05:00,28.95,88.33,42.94,52.9,65.51,48.73,368.08,43.2,145.68,45.66,11.555,118.08,73.73,83.07,146.63,88.57,22.51,72.35,202.0,11.61,182.35,11.3,222.95,137.75,117.44,57.75,95.63,60.09,19.0,11.88,48.17,22.78,39.08,50.91,130.19,105.04,99.63,567.47,90.1,93.06,97.09,54.34,68.71
2019-11-29 00:00:00-05:00,28.74,87.72,42.91,52.68,65.36,48.39,366.41,43.26,144.76,46.25,11.55,117.17,72.63,83.11,146.05,88.23,21.9,70.93,201.66,11.3716,181.71,11.29,221.4,137.58,117.4,57.64,94.57,59.83,19.06,11.66,47.52,22.55,39.74,51.22,127.89,104.24,98.31,567.7,89.9,92.83,95.53,54.47,68.15
2019-12-02 00:00:00-05:00,28.06,87.04,43.3,51.67,65.07,47.33,355.31,42.74,143.02,45.69,11.59,116.85,73.52,82.0,145.78,87.3,21.83,70.79,199.69,11.46,178.04,11.16,217.66,137.48,116.74,56.71,94.2,59.82,19.01,11.96,46.38,23.06,39.86,50.69,126.84,102.96,98.35,556.67,89.6,91.67,95.66,53.64,68.44
2019-12-03 00:00:00-05:00,27.29,85.95,42.91,51.15,63.68,46.69,352.24,42.62,140.07,44.97,11.6,115.86,71.13,81.94,146.77,87.87,21.42,68.79,198.83,10.92,177.0467,10.99,212.27,137.22,117.61,55.93,91.88,59.01,18.44,11.76,45.22,22.12,40.41,49.71,123.49,102.13,97.45,555.67,88.97,88.89,93.93,52.6,67.9
2019-12-04 00:00:00-05:00,27.38,87.23,42.93,51.12,62.93,46.37,348.85,43.04,140.13,44.78,11.57,116.95,73.91,82.25,147.32,88.94,22.4,72.065,198.7,11.11,178.13,10.895,215.97,139.4,118.66,55.79,96.52,60.39,18.38,12.17,46.3,22.76,39.52,50.675,130.51,104.04,98.82,563.37,89.24,88.17,93.17,53.25,68.65
2019-12-05 00:00:00-05:00,27.24,86.71,43.15,51.15,63.7,46.9,345.68,43.29,141.12,44.44,11.77,116.34,73.45,81.21,147.19,89.33,22.08,70.61,199.37,11.34,182.4,10.79,217.26,139.59,119.77,55.53,96.71,59.89,18.55,12.03,46.62,22.57,38.58,51.81,128.3,105.81,99.97,565.29,89.46,87.87,93.0,53.24,68.41
2019-12-06 00:00:00-05:00,27.72,86.97,43.91,51.86,64.29,46.8,354.06,44.09,142.68,45.33,11.86,117.99,76.5,80.99,148.22,89.78,23.14,73.95,201.04,11.65,183.51,11.0952,224.53,140.37,119.59,55.94,98.76,60.04,19.08,12.45,47.95,23.355,38.46,52.3,133.91,106.63,101.36,569.99,89.45,88.58,93.61,54.38,69.5
2019-12-09 00:00:00-05:00,27.49,86.43,44.075,51.58,64.72,45.37,351.15,43.71,142.82,45.41,11.83,117.3,76.59,79.915,147.53,89.27,23.15,74.51,201.33,12.1,183.24,10.99,221.84,140.5,120.24,55.459,99.0,60.5,18.74,12.59,46.44,23.05,38.56,53.04,133.18,108.44,103.23,563.96,89.65,87.6,92.53,53.92,69.66
2019-12-10 00:00:00-05:00,27.01,86.53,44.0,51.08,65.3,45.38,347.9,44.02,142.93,44.01,11.63,117.9,76.65,80.09,148.84,89.02,23.43,74.85,200.9,12.285,180.45,11.0,221.945,140.01,120.66,54.92,98.46,61.53,18.255,12.59,47.5,23.43,38.39,53.69,134.55,109.85,104.41,569.19,88.6,86.53,94.55,53.69,69.06
2019-12-11 00:00:00-05:00,26.86,86.7,44.22,50.41,65.67,45.5,350.01,43.81,143.99,44.56,11.57,116.22,77.81,80.89,149.66,89.0,23.42,74.67,202.21,12.84,179.24,10.97,221.18,140.97,120.77,53.98,99.35,62.43,18.22,12.61,49.26,23.65,38.92,53.81,136.18,113.82,109.3,570.15,88.49,87.02,92.9,53.15,68.95
2019-12-12 00:00:00-05:00,27.72,88.71,44.91,51.04,68.01,46.78,346.29,44.67,146.76,45.4,11.67,118.8,79.96,80.68,151.3,89.57,23.98,76.71,196.67,13.06,180.46,11.44,226.05,141.36,121.7,54.48,103.155,62.24,18.955,13.03,50.98,24.13,39.32,54.53,139.55,115.35,111.5,567.74,87.5,88.47,94.54,54.36,70.35
2019-12-13 00:00:00-05:00,27.48,87.81,45.21,51.61,66.63,46.5,341.62,45.09,145.57,45.13,11.08,117.96,78.79,80.86,148.53,90.12,23.48,75.49,194.21,12.86,179.02,11.35,225.0,141.36,121.5,54.14,102.08,62.221,18.62,12.72,51.22,23.79,39.37,53.96,139.99,113.42,111.9,575.7,87.96,87.58,93.79,53.79,69.22
2019-12-16 00:00:00-05:00,27.91,89.43,45.96,51.87,66.2,46.19,327.0,45.16,145.4,46.89,11.01,119.35,80.7,81.63,151.41,90.47,23.86,77.89,197.92,12.945,180.58,11.17,227.99,141.79,122.84,54.34,103.26,62.48,19.48,13.13,52.95,23.85,40.12,53.96,143.33,115.0,113.13,575.3,89.95,88.63,95.17,54.225,69.9296
2019-12-17 00:00:00-05:00,28.27,90.07,46.21,51.78,68.77,46.8,326.91,44.74,146.36,46.91,11.14,118.56,80.7,81.56,150.77,90.55,24.17,78.8,198.38,12.96,181.11,11.1,231.2,143.5,125.3,54.17,102.41,62.77,20.15,13.36,53.0,23.72,39.59,54.0,144.0,114.35,113.09,570.42,90.36,89.36,95.66,54.33,69.66
2019-12-18 00:00:00-05:00,28.0,89.34,45.3,51.98,68.88,47.14,330.73,44.74,147.2,46.53,11.19,118.59,81.12,81.46,150.0,90.61,24.7,80.58,202.36,12.98,178.46,10.975,230.45,143.18,129.48,53.61,101.91,62.86,20.875,13.42,53.08,23.7,39.76,54.44,145.87,115.31,115.91,567.1,88.85,88.84,94.53,53.68,69.875
2019-12-19 00:00:00-05:00,28.55,88.78,45.64,51.92,69.45,47.35,333.5,44.82,144.99,46.38,11.48,118.12,82.43,81.8,150.51,89.9,25.12,81.3,206.06,13.0,178.57,11.04,229.94,145.35,130.85,54.1,102.36,63.47,20.6,13.18,54.54,24.34,40.31,54.46,147.21,117.32,117.87,574.95,89.72,89.22,94.58,53.63,69.38
2019-12-20 00:00:00-05:00,29.05,89.32,45.775,51.55,70.4,47.45,328.14,45.37,147.57,48.3,11.48,119.66,83.49,82.31,152.83,90.58,25.48,82.64,206.29,12.71,178.31,11.03,228.91,146.07,132.43,54.62,104.7,63.91,21.72,13.2,55.01,24.33,40.62,54.72,147.59,116.6,118.94,591.2,90.86,89.33,95.22,53.31,69.94
2019-12-23 00:00:00-05:00,29.3,90.23,46.03,50.96,72.45,47.13,337.54,45.22,148.5,47.77,11.01,120.355,85.63,81.44,153.25,90.14,26.24,83.41,206.18,12.85,179.75,11.17,229.09,146.41,131.17,55.25,104.98,63.35,21.535,13.56,55.4,25.09,40.07,53.94,150.96,116.94,119.96,593.07,91.4,89.44,95.26,53.82,70.29
2019-12-24 00:00:00-05:00,29.18,89.84,46.09,50.95,72.32,47.49,333.0277,45.31,147.5,47.95,10.94,120.37,85.51,81.36,153.4,90.27,26.55,83.85,205.15,12.9899,178.84,11.19,229.9365,145.97,131.06,54.92,105.05,63.5,21.45,13.615,55.42,24.95,39.88,53.48,151.8,117.97,122.19,592.95,91.16,89.14,95.08,53.82,70.02
2019-12-26 00:00:00-05:00,29.67,89.78,46.21,50.62,72.49,47.74,329.92,45.26,148.22,48.47,10.93,120.63,86.05,81.46,152.81,90.41,26.36,83.66,207.79,13.17,178.23,11.23,231.2,145.83,131.14,54.91,105.93,63.83,21.65,13.695,55.1,25.04,39.23,52.47,152.12,117.62,122.28,597.78,91.29,89.25,94.44,54.15,70.13
2019-12-27 00:00:00-05:00,28.44,89.18,46.31,51.07,72.01,47.81,330.12,45.22,148.28,47.56,10.97,120.26,85.38,81.98,152.86,90.96,25.73,83.1,208.1,13.02,177.44,11.18,230.61,145.76,131.5,54.33,105.53,63.56,21.22,13.48,54.03,24.92,39.23,51.92,151.84,116.88,122.29,563.98,91.38,88.37,93.2,53.92,69.89
2019-12-30 00:00:00-05:00,28.3,88.5,46.12,51.0,71.94,47.58,326.54,44.99,147.55,47.37,11.08,119.85,85.56,82.08,152.87,90.8,25.53,82.4,204.41,13.02,176.05,11.08,229.89,145.35,131.34,54.09,105.0,63.3475,21.04,13.43,53.21,25.23,39.22,51.51,150.87,116.24,121.07,562.21,90.38,87.94,92.93,53.61,69.48
2019-12-31 00:00:00-05:00,28.69,88.5,46.35,51.32,73.04,47.63,325.63,45.21,147.63,47.74,11.25,120.46,87.55,82.79,153.52,91.17,25.97,83.73,205.09,13.125,176.32,11.15,229.88,145.82,131.38,53.98,104.77,63.56,21.64,13.57,53.77,25.05,39.75,51.65,151.33,116.23,120.87,559.79,91.0,88.09,93.62,53.78,69.76
2020-01-02 00:00:00-05:00,29.09,89.57,46.11,51.78,72.61,47.78,333.35,45.33,150.54,46.39,11.05,121.44,86.95,81.97,155.19,90.34,25.79,84.15,209.78,13.205,178.45,11.94,234.36,146.0,132.2,54.85,107.625,63.69,21.43,13.68,55.4,25.26,38.8,51.3,152.35,115.96,121.62,567.33,89.94,89.71,95.17,53.77,70.9
2020-01-03 00:00:00-05:00,27.65,88.67,46.02,51.34,71.57,47.35,332.75,44.98,148.39,46.07,11.06,121.01,90.14,81.76,154.18,90.41,26.08,84.99,208.51,12.8,180.14,11.97,231.51,144.22,131.72,54.33,105.18,63.29,20.76,13.73,54.54,25.36,38.19,49.9,153.35,112.26,118.61,577.56,90.58,87.9,91.48,53.41,70.32
2020-01-06 00:00:00-05:00,27.32,89.4,45.67,51.4,71.47,47.67,333.7,45.35,148.39,45.98,10.86,120.61,91.91,82.4,154.6,90.83,26.41,88.44,212.5855,12.85,182.12,12.14,233.95,144.11,132.28,54.14,103.73,63.38,20.76,13.95,53.57,25.5,37.37,49.25,158.12,111.64,116.56,585.09,90.15,87.7,91.54,53.1,70.87
2020-01-07 00:00:00-05:00,27.22,88.87,45.11,51.1,72.43,47.32,337.22,45.41,146.38,45.59,10.72,119.04,93.17,82.22,156.11,90.27,26.5,89.28,213.05,13.05,180.02,12.055,235.515,144.99,132.52,54.29,110.695,63.69,20.92,13.79,58.29,24.98,36.87,49.94,157.02,111.2,117.67,587.06,88.86,86.78,92.71,52.65,70.28
2020-01-08 00:00:00-05:00,27.84,89.52,44.61,51.695,71.19,47.27,331.36,45.64,147.68,45.79,10.53,117.69,90.88,81.68,156.29,90.41,25.56,87.34,215.3,13.17,180.47,11.93,237.78,144.92,133.77,54.37,109.27,63.81,21.11,13.27,57.52,24.11,36.86,49.4,152.08,112.92,119.53,585.63,89.39,87.28,93.07,52.81,69.235
2020-01-09 00:00:00-05:00,27.95,90.21,44.15,52.26,72.75,47.06,336.25,45.72,147.32,45.57,10.74,117.52,90.34,81.91,157.67,90.62,25.85,88.22,218.31,12.955,181.5,11.9,242.7,145.39,135.92,54.3,110.37,64.24,21.1,13.455,57.32,24.13,37.14,49.78,152.22,111.96,119.65,595.56,89.2,87.955,95.15,52.72,69.77
2020-01-10 00:00:00-05:00,27.32,89.05,43.945,52.035,72.08,47.62,330.09,45.66,146.16,44.77,10.59,116.45,89.11,82.06,158.11,90.43,25.1,86.3,218.07,12.9,179.52,11.67,242.13,145.09,138.0,53.94,110.83,65.345,20.62,13.17,56.65,23.84,37.32,49.71,149.4,113.42,120.08,595.52,91.89,87.31,96.88,52.5,69.1456
2020-01-13 00:00:00-05:00,27.39,88.5,44.43,52.59,75.84,48.54,330.15,45.46,146.8,45.34,10.46,116.66,88.81,82.06,159.57,91.24,25.35,85.52,221.96,13.53,181.16,12.11,245.23,145.7,138.94,54.005,111.21,65.53,21.0599,13.19,57.44,23.58,36.92,50.54,146.75,115.75,124.53,604.55,93.45,86.87,96.24,52.11,69.79
2020-01-14 00:00:00-05:00,27.54,88.19,44.49,52.32,78.17,47.24,332.29,42.665,146.64,45.4,10.71,116.27,89.67,81.93,161.37,91.28,26.23,86.32,219.06,13.21,180.91,12.02,245.53,146.48,140.63,54.49,110.13,65.58,21.33,13.28,57.53,23.64,37.51,56.92,146.72,115.9,123.33,609.01,91.92,87.93,95.4,49.3,69.2
